rank,ts_code,name,trade_date,update_time,price,pct_chg,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,risk_penalty_score,p_limitup_t1,wp_score,model_confidence,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date
1,002294.SZ,信立泰,20260702,2026-07-02,36.44,6.5497,0,0,化学制药,100.0,100.0,95.14348142683923,100.0,100.0,0.0,78.70201121601265,99.02869628536784,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,1,40.08,40.08,36.52,40.08,9.989023051591662,9.989023051591662,0.2195389681668658,40.08,40.08,36.52,40.08,20260702
2,300111.SZ,向日葵,20260702,2026-07-02,3.45,16.5541,0,0,化学制药,100.0,100.0,100.0,100.0,100.0,12.27677017543512,78.68662550170107,96.61452679369957,96.95878675438753,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，突破阶段高点，突破近20日平台，属于当日热门题材，收盘强于日内均衡价格。,量能放大过快，历史校准对概率有负向修正。,20260703,0,3.34,3.16,3.08,4.14,-3.1884057971014568,-8.405797101449275,-10.724637681159422,3.34,3.16,3.08,4.14,20260702
3,002422.SZ,科伦药业,20260702,2026-07-02,44.75,6.6746,0,0,化学制药,100.0,100.0,80.1939742658333,100.0,100.0,0.0,78.68480564000996,96.03879485316666,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,48.08,47.98,42.93,49.23,7.441340782122907,7.217877094972058,-4.067039106145254,48.08,47.98,42.93,49.23,20260702
4,600420.SH,国药现代,20260702,2026-07-02,8.85,7.5334,0,0,化学制药,100.0,100.0,100.0,61.95543163764993,100.0,0.0,78.67654699123779,95.40730786964734,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,8.94,8.92,8.61,9.74,1.016949152542379,0.7909604519773961,-2.7118644067796627,8.94,8.92,8.61,9.74,20260702
5,002653.SZ,海思科,20260702,2026-07-02,78.8,8.0044,0,0,化学制药,100.0,100.0,100.0,100.0,100.0,52.75987684809498,78.53621493666249,86.81003078797626,78.7413887516906,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,78.44,76.47,72.0,86.68,-0.4568527918781706,-2.956852791878173,-8.629441624365475,78.44,76.47,72.0,86.68,20260702
6,002915.SZ,中欣氟材,20260702,2026-07-02,23.54,6.9028,0,0,化工原料,100.0,97.80077429058075,100.0,100.0,100.0,55.3,78.48832271305048,85.23233642978805,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,22.6,21.36,21.19,25.89,-3.9932030586236067,-9.260832625318605,-9.983007646559038,22.6,21.36,21.19,25.89,20260702
7,300980.SZ,祥源新材,20260702,2026-07-02,33.5,6.8922,0,0,塑料,100.0,100.0,50.144797538695656,100.0,100.0,21.085262937648192,78.4630635949891,83.99315779201868,92.99496501139164,S级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，属于当日热门题材。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,34.5,33.35,32.88,39.96,2.9850746268656803,-0.4477611940298498,-1.850746268656711,34.5,33.35,32.88,39.96,20260702
8,300069.SZ,金利华电,20260702,2026-07-02,39.36,18.021,0,0,电气设备,100.0,100.0,100.0,100.0,100.0,58.5995524390244,78.4358757623911,84.09937536385638,76.11353473577235,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,41.05,38.29,36.8,47.23,4.293699186991873,-2.718495934959353,-6.504065040650408,41.05,38.29,36.8,47.23,20260702
9,688522.SH,纳睿雷达,20260702,2026-07-02,22.49,9.2809,0,0,通信设备,100.0,100.0,88.7743872570706,100.0,100.0,55.3,78.4260600658325,83.58107505620454,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,22.49,21.94,21.58,26.99,0.0,-2.4455313472654394,-4.046242774566478,22.49,21.94,21.58,26.99,20260702
10,300550.SZ,和仁科技,20260702,2026-07-02,15.58,12.8168,0,0,软件服务,98.59008378371387,100.0,86.47917018880702,100.0,100.0,55.3,78.40669654608631,82.95872873809296,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,16.08,15.82,15.35,18.7,3.2092426187419587,1.5404364569961526,-1.4762516046213148,16.08,15.82,15.35,18.7,20260702
11,688103.SH,国力电子,20260702,2026-07-02,74.85,7.5122,0,0,元器件,100.0,96.09315096552558,74.15852403425103,100.0,100.0,55.3,78.24653287843284,79.88621965445871,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,77.99,73.01,71.43,89.54,4.195056780227113,-2.458249832999315,-4.569138276553087,77.99,73.01,71.43,89.54,20260702
12,600601.SH,方正科技,20260702,2026-07-02,14.92,6.8003,0,0,元器件,100.0,98.61499873762523,73.96646042155267,93.2957787076883,100.0,55.396514745308224,78.2253442376351,79.71595249162016,77.55490169794463,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,15.76,15.12,14.41,16.41,5.630026809651478,1.3404825737265424,-3.4182305630026777,15.76,15.12,14.41,16.41,20260702
13,603078.SH,江化微,20260702,2026-07-02,56.9,8.0517,0,0,半导体,100.0,100.0,94.1979094357085,100.0,100.0,81.09474598202763,78.1057669850401,78.53984144461766,65.9906976414209,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260703,0,59.5,56.26,51.21,62.59,4.569420035149396,-1.1247803163444647,-9.999999999999998,59.5,56.26,51.21,62.59,20260702
14,300694.SZ,蠡湖股份,20260702,2026-07-02,11.83,9.8422,0,0,汽车配件,61.79473174818393,100.0,100.0,100.0,100.0,55.3,78.04419582815088,74.67983743490294,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,12.38,11.9,11.6,14.2,4.649196956889279,0.591715976331364,-1.9442096365173356,12.38,11.9,11.6,14.2,20260702
15,301222.SZ,浙江恒威,20260702,2026-07-02,34.4,12.6392,0,0,电气设备,100.0,100.0,68.89491826811683,93.84259431965255,100.0,57.88139534883714,78.00556989234454,77.31223731407276,76.43670542635662,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,35.35,34.77,32.82,41.28,2.76162790697676,1.0755813953488458,-4.593023255813944,35.35,34.77,32.82,41.28,20260702
16,920015.BJ,锦华新材,20260702,2026-07-02,57.8,8.5446,0,0,化工原料,100.0,100.0,74.31644771260882,85.4205532692829,100.0,61.70356722491358,77.9889425466555,77.14923093292937,74.71672808212223,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,57.75,56.58,54.8,75.14,-0.08650519031141446,-2.110726643598615,-5.190311418685123,57.75,56.58,54.8,75.14,20260702
17,301149.SZ,隆华新材,20260702,2026-07-02,11.82,9.3432,0,0,化工原料,100.0,100.0,77.41141421184152,69.16720971157349,100.0,55.3,77.98224671438669,77.20609336576446,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,11.74,11.5,11.22,14.18,-0.6768189509306244,-2.7072758037225086,-5.076142131979688,11.74,11.5,11.22,14.18,20260702
18,301696.SZ,三瑞智能,20260702,2026-07-02,135.05,14.2362,0,0,电气设备,100.0,100.0,77.03960859479952,100.0,100.0,69.48597453555864,77.96607141555221,77.00062748084063,71.21464479233195,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,146.99,140.4,127.0,162.06,8.841169937060345,3.9614957423176556,-5.960755275823781,146.99,140.4,127.0,162.06,20260702
19,300932.SZ,三友联众,20260702,2026-07-02,11.43,7.4248,0,0,电气设备,100.0,97.99821986283716,63.54576111791377,100.0,100.0,70.70323249067556,77.53290968342243,73.48816222451791,70.66687871252934,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,13.22,11.97,11.34,13.72,15.660542432195989,4.7244094488189115,-0.7874015748031482,13.22,11.97,11.34,13.72,20260702
20,002850.SZ,科达利,20260702,2026-07-02,205.6,6.9163,0,0,电气设备,100.0,91.83816970305153,58.43116348121624,87.55448617595331,100.0,57.94337568058078,77.48852127713414,72.84789645587489,76.40881427707198,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破近20日平台。,历史校准对概率有负向修正。,20260703,1,226.16,226.16,205.6,226.16,10.000000000000009,10.000000000000009,0.0,226.16,226.16,205.6,226.16,20260702
21,002378.SZ,章源钨业,20260702,2026-07-02,35.43,7.69,0,0,小金属,100.0,93.62710997254044,72.60953266764336,27.505468127468575,100.0,55.3,76.77254577881814,69.95640475245413,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,35.35,32.82,32.7,38.97,-0.2257973468811736,-7.366638441998308,-7.705334462320057,35.35,32.82,32.7,38.97,20260702
22,002756.SZ,永兴材料,20260702,2026-07-02,62.45,6.0452,0,0,小金属,100.0,81.17170359455912,69.29543841283265,45.585720370876516,100.0,55.3,76.59235495644674,68.5609824436908,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,64.6,60.27,59.13,68.7,3.4427542033626857,-3.490792634107287,-5.316253002401927,64.6,60.27,59.13,68.7,20260702
23,301163.SZ,宏德股份,20260702,2026-07-02,25.45,10.1732,0,0,电气设备,100.0,100.0,52.33787680144526,93.957067104183,100.0,78.29545967854207,76.42174620089808,68.73101820094061,67.2503764779894,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,26.45,25.48,25.01,30.54,3.9292730844793677,0.11787819253439302,-1.72888015717092,26.45,25.48,25.01,30.54,20260702
24,301045.SZ,天禄科技,20260702,2026-07-02,98.31,6.1778,0,0,元器件,100.0,91.42539624640494,78.72077099487316,100.0,100.0,100.0,76.30448928604821,68.15624487070913,57.483333333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,103.87,97.5,92.44,117.97,5.655579290001023,-0.8239243210253266,-5.970908351134174,103.87,97.5,92.44,117.97,20260702
25,300154.SZ,瑞凌股份,20260702,2026-07-02,9.54,12.2353,0,0,机械基件,26.45119097319525,100.0,100.0,100.0,100.0,58.70515297101941,76.06515233751222,62.00745680881239,76.06601449637459,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,10.3,9.99,9.27,11.45,7.9664570230608245,4.716981132075482,-2.8301886792452824,10.3,9.99,9.27,11.45,20260702
26,603031.SH,安孚科技,20260702,2026-07-02,54.14,7.1019,0,0,电气设备,100.0,83.38312964661799,66.61786471887424,27.26321218681887,100.0,55.3,75.77117372595157,66.30424597921038,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,55.9,52.82,52.2,59.55,3.2508311784263055,-2.4381233838197236,-3.583302548947165,55.9,52.82,52.2,59.55,20260702
27,300885.SZ,海昌新材,20260702,2026-07-02,26.6,9.6455,0,0,机械基件,26.45119097319525,100.0,92.815860480556,74.78103969025908,100.0,55.3,74.70141289692604,58.838644033252265,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,28.95,28.0,25.85,31.92,8.834586466165394,5.263157894736836,-2.819548872180455,28.95,28.0,25.85,31.92,20260702
28,002038.SZ,双鹭药业,20260702,2026-07-02,6.7,6.6879,0,0,生物制药,0.0,98.25261361172853,100.0,100.0,100.0,55.3,74.33215912303606,55.73815340293213,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,6.9,6.39,6.19,7.37,2.9850746268656803,-4.6268656716418,-7.611940298507458,6.9,6.39,6.19,7.37,20260702
29,600872.SH,中炬高新,20260702,2026-07-02,18.91,7.0781,0,0,食品,0.0,100.0,99.76676992809402,82.2545927474293,100.0,55.3,73.39544351870038,54.35381326036173,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,19.14,18.8,18.61,20.8,1.2162876784769905,-0.5817028027498616,-1.5864621893178277,19.14,18.8,18.61,20.8,20260702
30,688068.SH,热景生物,20260702,2026-07-02,110.17,18.4624,0,0,医疗保健,0.0,100.0,100.0,100.0,100.0,62.986331140080075,73.32271583604182,54.25341721497998,74.1394843202973,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,122.99,122.97,108.01,132.2,11.63656167740763,11.618407915040386,-1.960606335663062,122.99,122.97,108.01,132.2,20260702
31,300418.SZ,昆仑万维,20260702,2026-07-02,45.55,12.1921,0,0,互联网,0.0,100.0,89.78958168816219,100.0,100.0,55.95615401975851,73.11836110581977,53.84109633747909,77.30306402444201,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,46.69,42.66,42.42,54.66,2.5027442371020836,-6.344676180021958,-6.871569703622383,46.69,42.66,42.42,54.66,20260702
32,300765.SZ,石药创新,20260702,2026-07-02,34.49,12.1626,0,0,食品,0.0,100.0,100.0,100.0,100.0,64.38006990229569,73.07165953966609,53.904982524426075,73.51230187730027,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,37.39,36.71,33.8,41.39,8.408234270803128,6.436648303856196,-2.0005798782255835,37.39,36.71,33.8,41.39,20260702
33,600322.SH,津投城开,20260702,2026-07-02,3.09,8.042,0,0,区域地产,0.0,100.0,70.46338680528653,100.0,100.0,55.3,69.94178920777837,50.05613889951884,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,3.23,3.07,3.04,3.4,4.530744336569592,-0.6472491909385147,-1.6181229773462702,3.23,3.07,3.04,3.4,20260702
34,688517.SH,金冠电气,20260702,2026-07-02,18.2,9.1782,0,0,电气设备,100.0,100.0,22.160152588178022,51.1762929755971,100.0,78.7875930521092,69.36323196160909,57.69989416865547,67.0289164598842,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,19.88,19.08,18.18,21.84,9.23076923076922,4.83516483516484,-0.1098901098901095,19.88,19.08,18.18,21.84,20260702
35,002126.SZ,银轮股份,20260702,2026-07-02,50.48,6.4979,0,0,汽车配件,61.79473174818393,84.015145097095,55.018147174940914,35.299001107391476,100.0,57.03058637084004,68.48934278439374,53.279436269476754,76.81956946645532,C级,个股涨幅和量价强度较高，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,54.5,53.21,50.3,55.53,7.963549920760693,5.408082408874804,-0.3565768621236143,54.5,53.21,50.3,55.53,20260702
36,002235.SZ,安妮股份,20260702,2026-07-02,8.62,9.2522,0,0,造纸,0.0,100.0,92.90133076389569,56.249227241260336,93.6634810476107,55.3,67.9703489987639,48.74775649386136,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,9.35,9.31,8.5,9.48,8.46867749419955,8.004640371229721,-1.3921113689094988,9.35,9.31,8.5,9.48,20260702
37,300781.SZ,因赛集团,20260702,2026-07-02,28.95,6.6298,0,0,广告包装,0.0,100.0,85.9660379874187,53.44825400789679,100.0,55.3,65.74235690388099,47.225058314729125,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,28.3,26.58,26.53,34.74,-2.2452504317789224,-8.186528497409329,-8.359240069084628,28.3,26.58,26.53,34.74,20260702
38,688160.SH,步科股份,20260702,2026-07-02,134.0,8.0645,0,0,电器仪表,0.0,100.0,59.036881212878946,100.0,100.0,61.905372471469384,64.42373778775355,45.85860529347233,74.6259157211721,C级,个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,144.77,137.0,130.68,160.8,8.037313432835823,2.238805970149249,-2.4776119402985075,144.77,137.0,130.68,160.8,20260702
39,600976.SH,健民集团,20260702,2026-07-02,28.2,7.6747,0,0,中成药,0.0,99.43431082158305,74.37293992344536,51.96645964728356,100.0,55.3,61.8808850630852,44.72064795374557,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,29.81,29.31,28.14,31.02,5.709219858156023,3.936170212765955,-0.21276595744680327,29.81,29.31,28.14,31.02,20260702
40,300931.SZ,通用电梯,20260702,2026-07-02,16.62,14.779,0,0,运输设备,0.0,100.0,81.97201284188768,75.31637893541644,100.0,68.66168375451257,61.59140472618532,44.78628434145723,71.58557564380267,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,17.55,16.77,16.06,19.94,5.595667870036092,0.902527075812265,-3.369434416365835,17.55,16.77,16.06,19.94,20260702
41,300969.SZ,恒帅股份,20260702,2026-07-02,105.47,7.4799,0,0,汽车配件,61.79473174818393,90.62264109953877,29.586415349070116,73.19476312203679,100.0,73.94026454631798,61.31451807474774,48.75033255018768,69.21021428749025,C级,个股涨幅和量价强度较高，短线动量保持向上。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,117.69,117.0,106.2,126.56,11.586233052052709,10.93201858348345,0.6921399450080523,117.69,117.0,106.2,126.56,20260702
42,688577.SH,浙海德曼,20260702,2026-07-02,51.85,10.7906,0,0,机床制造,0.0,100.0,60.355833761931414,89.5689044605274,100.0,64.91880211378981,59.39936358833762,43.289609957217664,73.26987238212791,C级,个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,56.78,54.32,52.93,62.22,9.508196721311467,4.763741562198653,2.082931533269039,56.78,54.32,52.93,62.22,20260702
43,002772.SZ,众兴菌业,20260702,2026-07-02,12.8,6.8447,0,0,种植业,0.0,96.46726920941371,71.30133566982792,51.23156573948483,95.57752949617743,55.3,58.624976184107325,42.81747671850593,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,14.06,13.88,12.47,14.08,9.843749999999996,8.437500000000009,-2.578124999999998,14.06,13.88,12.47,14.08,20260702
44,601339.SH,百隆东方,20260702,2026-07-02,7.4,7.5581,0,0,纺织,0.0,93.49203537920624,73.10497785493925,44.88103682370898,89.7461590393028,55.3,56.234139006286604,41.47119768630111,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260703,0,7.52,7.24,7.15,8.14,1.621621621621605,-2.1621621621621623,-3.378378378378377,7.52,7.24,7.15,8.14,20260702
45,920100.BJ,三协电机,20260702,2026-07-02,40.97,7.0272,0,0,电气设备,100.0,84.94940384521706,19.23397670296169,44.31972750561076,100.0,91.96806662570592,55.94537459638226,49.05149703204652,61.097703351765674,C级,所属板块强度靠前，个股涨幅和量价强度较高。,综合风险偏高，收盘位置不佳，存在冲高回落风险，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,47.98,46.1,41.37,53.26,17.110080546741525,12.521357090554064,0.9763241396143485,47.98,46.1,41.37,53.26,20260702
46,301613.SZ,新铝时代,20260702,2026-07-02,39.94,7.3367,0,0,汽车配件,61.79473174818393,100.0,28.375436684496158,51.12762265287049,100.0,84.21728778138318,54.331440027141575,45.939288221758105,64.5855538317109,C级,个股涨幅和量价强度较高。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,40.84,40.42,39.4,47.93,2.253380070105182,1.2018027040560986,-1.3520280420630915,40.84,40.42,39.4,47.93,20260702
47,301550.SZ,斯菱智驱,20260702,2026-07-02,102.3,6.4516,0,0,汽车配件,61.79473174818393,87.89083597292078,28.69382009625521,63.45275222046812,100.0,80.02119815668216,53.988511793833666,45.20090718085166,66.47379416282635,C级,个股涨幅和量价强度较高。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,112.66,109.09,102.89,122.76,10.127077223851423,6.637341153470189,0.5767350928641335,112.66,109.09,102.89,122.76,20260702
48,600503.SH,华丽家族,20260702,2026-07-02,2.18,6.8627,0,0,区域地产,0.0,97.21064370766956,63.50275700098901,43.688441450016455,100.0,57.68235294117645,52.870463827572294,40.29558588388155,76.52627450980394,C级,个股涨幅和量价强度较高，量价结构同步。,历史校准对概率有负向修正。,20260703,0,2.24,2.13,2.11,2.4,2.752293577981657,-2.2935779816513846,-3.2110091743119407,2.24,2.13,2.11,2.4,20260702
49,688305.SH,科德数控,20260702,2026-07-02,75.56,12.3736,0,0,机床制造,0.0,100.0,57.81273798072118,100.0,100.0,84.34452849400925,52.088327397139956,39.88146059833609,64.52829551102917,C级,个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,78.9,73.96,73.8,90.67,4.420328215987301,-2.1175224986765606,-2.329274748544208,78.9,73.96,73.8,90.67,20260702
50,688077.SH,大地熊,20260702,2026-07-02,29.81,10.7355,0,0,矿物制品,0.0,100.0,51.020734128712036,71.99399643002403,100.0,68.0558937098076,49.272702801715496,38.80553048810142,71.85818116391991,C级,个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260703,0,33.48,32.36,29.61,35.77,12.311304931231115,8.554176450855412,-0.6709158000670845,33.48,32.36,29.61,35.77,20260702
1,920002.BJ,万达轴承,20260703,2026-07-03,65.82,25.1331,0,0,工程机械,100.0,100.0,100.0,100.0,100.0,12.234134900931208,78.67888615791378,95.74226182467514,96.9779726279143,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，出现龙虎榜资金线索，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,64.5,60.8,60.05,85.56,-2.00546946216954,-7.626861136432694,-8.766332421756296,64.5,60.8,60.05,85.56,20260703
2,301032.SZ,新柴股份,20260703,2026-07-03,10.36,8.142,0,0,工程机械,100.0,100.0,77.22574547416848,61.6133815199933,100.0,0.0,78.62009417476754,90.4842650246108,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,10.5,10.21,10.15,12.43,1.3513513513513598,-1.4478764478764394,-2.0270270270270174,10.5,10.21,10.15,12.43,20260703
3,600761.SH,安徽合力,20260703,2026-07-03,17.31,6.7201,0,0,工程机械,100.0,100.0,75.86491345043913,44.55963078715278,100.0,0.0,78.58441525936168,88.56804351316399,97.48333333333333,S级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，属于当日热门题材，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260706,0,17.32,17.01,16.91,19.04,0.057770075101104545,-1.7331022530329143,-2.310803004043893,17.32,17.01,16.91,19.04,20260703
