buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
4,标准,688629.SH,华丰科技,3,139.91,8.4742,元器件,3.496550865731069,57.27650964783023,53.75588157889421,84.63258523336432,1.4696590665427216,59.29362818139319,62.98401519546491,73.68115942028987,3.2449431777571203,1.9851297502186949,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强均价、低风险,20260611,0.0,True,145.5,142.0,137.0,167.89,3.995425630762628,1.4938174540776172,-2.0799085126152472,145.5,142.0,137.0,167.89,20260610,eod_proxy,False
1,核心,301389.SZ,隆扬电子,4,93.3,16.2472,元器件,3.9717419581245395,91.30125785042594,74.17140797548218,84.19516553054662,3.2193378778135155,91.22361967605241,91.95451693773877,91.68674698795175,1.479099678456608,5.201834172742981,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260612,0.0,True,99.89,92.99,89.6,111.96,7.0632368703108295,-0.33226152197213255,-3.9657020364415874,99.89,92.99,89.6,111.96,20260611,eod_proxy,False
2,核心,688362.SH,甬矽电子,3,63.99,9.8541,半导体,4.350153219610921,79.09928972383806,68.81206164609371,85.0,0.0,86.64765243055463,58.5073913092067,90.49707602339184,1.0157837162056538,2.971624738507739,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260612,0.0,True,66.01,58.4,58.0,76.79,3.156743241131421,-8.73573995936866,-9.360837630879825,66.01,58.4,58.0,76.79,20260611,eod_proxy,False
3,标准,300346.SZ,南大光电,2,66.71,8.0849,半导体,4.369766526897528,70.77836764133441,64.14153179928178,85.0,0.0,51.433934378400885,81.40634393868551,73.6377025036818,2.683255883675617,1.6301035953686593,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、强均价、低风险,20260612,0.0,True,68.1,59.39,59.11,80.05,2.0836456303402695,-10.972867636036565,-11.392594813371304,68.1,59.39,59.11,80.05,20260611,eod_proxy,False
4,标准,000962.SZ,东方钽业,10,57.92,9.2624,小金属,3.0745824629233534,73.89466501627831,63.0147620333028,85.0,0.0,87.64484446818543,55.79578451356373,91.71974522292993,0.6733425414364724,2.3140787846670285,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260612,0.0,True,59.44,57.26,56.03,63.71,2.6243093922651894,-1.139502762430944,-3.263121546961323,59.44,57.26,56.03,63.71,20260611,eod_proxy,False
5,标准,600498.SH,烽火通信,5,60.99,9.4973,通信设备,3.8697176245381084,67.59931326843116,62.13354826459795,82.89473684210526,0.0,91.3687910799395,82.603295911837,94.9730700179533,0.45909165436957,2.815239379635881,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260612,0.0,True,66.82,63.13,60.5,67.09,9.55894408919493,3.5087719298245723,-0.803410395146753,66.82,63.13,60.5,67.09,20260611,eod_proxy,False
1,核心,688772.SH,珠海冠宇,1,18.85,15.9287,电气设备,4.335257885297751,85.74166194155919,72.22216421764556,85.0,0.0,80.5468158274039,95.38352887297532,83.87096774193552,2.3872679045092715,3.45773874862787,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260615,0.0,True,20.3,19.39,18.4,22.62,7.692307692307687,2.864721485411126,-2.3872679045092937,20.3,19.39,18.4,22.62,20260612,eod_proxy,False
2,核心,301275.SZ,汉朔科技,8,46.77,18.435,元器件,3.291985783078031,87.32910974161443,71.34228526596682,84.9758441308531,0.09662347658755692,100.0,89.26887393496393,100.0,0.0,5.361567920702859,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260615,0.0,True,46.08,45.29,43.71,56.12,-1.4753046824887872,-3.1644216378020174,-6.542655548428488,46.08,45.29,43.71,56.12,20260612,eod_proxy,False
3,标准,688411.SH,海博思创,4,264.66,9.6809,电气设备,3.7777531364239003,70.02825107482461,61.73261550322208,85.0,0.0,60.96061723714827,63.11434819321639,72.38095238095245,2.9585128088868595,1.6242368390738449,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、强均价、低风险,20260615,0.0,True,270.0,260.0,256.04,317.59,2.0176830650646016,-1.7607496410488976,-3.257008992669841,270.0,260.0,256.04,317.59,20260612,eod_proxy,False
4,标准,603629.SH,利通电子,3,152.15,9.2247,元器件,3.801954780872088,69.26840390830638,59.63053287268975,85.0,0.0,85.00935790974695,11.368224286439926,91.16925592804591,0.7098258297732363,2.2559254446884003,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260615,1.0,True,167.37,167.37,150.4,167.37,10.003286230693398,10.003286230693398,-1.1501807426881339,167.37,167.37,150.4,167.37,20260612,eod_proxy,False
5,标准,000960.SZ,锡业股份,6,37.65,8.0034,小金属,3.4238164368507253,60.80792951402851,55.99820020904619,85.0,0.0,68.11504319650764,56.17590312236474,75.94501718213051,1.8592297476759612,1.354989231873649,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260615,1.0,True,41.42,41.42,38.7,41.42,10.0132802124834,10.0132802124834,2.788844621513964,41.42,41.42,38.7,41.42,20260612,eod_proxy,False
1,核心,300679.SZ,电连技术,10,61.22,13.3704,元器件,4.50015157834315,93.0765245522439,78.2051131293287,85.0,0.0,100.0,93.14385302377265,98.00498753117203,0.2613524991832872,4.375994544214579,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260616,0.0,True,66.28,63.89,61.92,73.46,8.26527278667102,4.361319830120869,1.1434171839268314,66.28,63.89,61.92,73.46,20260615,eod_proxy,False
2,核心,300475.SZ,香农芯创,1,204.29,8.9547,元器件,5.2297199013698785,86.95996020594909,76.94828785171516,85.0,0.0,95.16160763790465,79.34981272740986,96.5700483091787,0.3475451563953236,3.2480331541973273,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260616,0.0,True,208.5,204.41,200.5,245.15,2.060795927358172,0.058740026433024006,-1.8552058348426215,208.5,204.41,200.5,245.15,20260615,eod_proxy,False
3,标准,300223.SZ,北京君正,5,164.3,12.8434,半导体,4.764672505702718,81.56763799466499,72.17681230588269,82.89473684210526,0.0,100.0,92.05671413129281,97.63008758371984,0.2799756542909204,3.897472650239231,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260616,0.0,True,167.5,162.02,161.02,197.16,1.9476567255021227,-1.3877054169202707,-1.9963481436396813,167.5,162.02,161.02,197.16,20260615,eod_proxy,False
4,标准,688396.SH,华润微,6,68.85,13.2401,半导体,4.622717375275568,80.94281495748518,71.2745108590419,82.89473684210526,0.0,100.0,87.83694972367105,98.69281045751623,0.1452432824981864,3.7418382722250065,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260616,0.0,True,73.65,71.75,68.41,82.62,6.971677559912881,4.2120551924473615,-0.6390704429920069,73.65,71.75,68.41,82.62,20260615,eod_proxy,False
5,标准,688627.SH,精智达,17,468.0,12.9126,专用机械,4.146343271563217,80.13347765956075,69.06133803942701,85.0,0.0,88.56159734906478,90.34878930948436,93.4808434808435,0.9380341880341758,4.352479486264715,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260616,0.0,True,515.98,498.0,463.0,561.6,10.252136752136764,6.41025641025641,-1.0683760683760646,515.98,498.0,463.0,561.6,20260615,eod_proxy,False
1,核心,300709.SZ,精研科技,4,60.1,16.7217,元器件,4.329436278417551,93.8844882133612,76.2576597974643,84.54449375207986,1.8220249916805429,98.0507839810642,84.10956806579077,95.72139303482588,0.7154742096505906,5.370814096195442,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260617,0.0,True,61.5,61.01,58.3,72.12,2.329450915141429,1.5141430948419243,-2.9950083194675625,61.5,61.01,58.3,72.12,20260616,eod_proxy,False
2,核心,300088.SZ,长信科技,1,8.81,12.3724,元器件,5.002929268666914,84.88845882317621,73.32225120747081,85.0,0.0,71.98672061738142,89.19008800547785,83.20610687022909,2.497162315550505,3.4037558685446,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260617,1.0,True,10.57,10.57,9.56,10.57,19.977298524404084,19.977298524404084,8.513053348467658,10.57,10.57,9.56,10.57,20260616,eod_proxy,False
3,标准,300870.SZ,欧陆通,2,373.0,16.1198,电气设备,4.516197040567251,84.78095960816498,70.83470874442936,84.79636353887399,0.8145458445040191,100.0,62.34503422571923,95.0,0.8042895442359255,5.070422535211261,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260617,0.0,True,379.99,374.01,360.0,447.6,1.8739946380696981,0.2707774798927698,-3.4852546916890104,379.99,374.01,360.0,447.6,20260616,eod_proxy,False
4,标准,300593.SZ,新雷能,17,39.11,8.4581,电气设备,3.234373882378583,77.83377201044854,67.78966142663374,85.0,0.0,100.0,77.00774252315165,96.42004773269693,0.38353362311429606,3.4291255289139677,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260617,0.0,True,39.5,37.66,37.26,46.93,0.9971874200971564,-3.707491690104836,-4.730248018409622,39.5,37.66,37.26,46.93,20260616,eod_proxy,False
5,标准,300450.SZ,先导智能,7,49.4,15.9624,专用机械,4.08843135946022,78.00297884697429,67.02890361338237,85.0,0.0,100.0,83.04404814369849,97.66763848396496,0.32388663967612974,4.616687844133849,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260617,0.0,True,48.62,48.13,47.1,59.28,-1.5789473684210575,-2.5708502024291424,-4.6558704453441235,48.62,48.13,47.1,59.28,20260616,eod_proxy,False
1,核心,688072.SH,拓荆科技,2,740.0,12.8393,半导体,4.472233588554408,78.51914012015267,69.5339127607531,85.0,0.0,98.30555763142165,88.22690270517202,99.14146341463415,0.11891891891890882,4.753546049092594,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260618,0.0,True,754.1,734.0,721.65,888.0,1.9054054054054026,-0.8108108108108136,-2.4797297297297294,754.1,734.0,721.65,888.0,20260617,eod_proxy,False
2,核心,688525.SH,佰维存储,1,370.0,8.6701,半导体,4.623617539517479,75.70552346197448,69.3831539208491,85.0,0.0,100.0,84.64665177825661,100.0,0.0,3.8596491228070073,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260618,0.0,True,392.2,386.2,363.0,444.0,6.000000000000005,4.378378378378378,-1.8918918918918948,392.2,386.2,363.0,444.0,20260617,eod_proxy,False
3,标准,688661.SH,和林微纳,18,152.15,14.5104,元器件,3.102835491535424,82.5113382182646,66.01440447905011,84.15931490765692,3.3627403693723408,68.70961226280048,85.78016389207927,83.61070911722143,2.97732500821557,4.243268550026258,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260618,0.0,True,160.5,158.2,144.0,182.58,5.4880052579691085,3.9763391390075453,-5.356556030233328,160.5,158.2,144.0,182.58,20260617,eod_proxy,False
4,标准,300790.SZ,宇瞳光学,11,29.08,11.2046,元器件,3.694454588074104,76.37419599116343,64.17545823228117,85.0,0.0,68.30566572051683,53.14300928498098,85.14285714285705,1.7881705639614998,2.9016277423920656,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260618,0.0,True,28.9,28.2,27.63,34.9,-0.6189821182943644,-3.0261348005502064,-4.9862448418156795,28.9,28.2,27.63,34.9,20260617,eod_proxy,False
5,标准,300857.SZ,协创数据,17,266.99,12.4168,IT设备,3.132149761802863,68.43276825966207,60.0717360924433,85.0,0.0,100.0,80.94477096197525,99.9661016949153,0.003745458631398968,3.821177202556081,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260618,0.0,True,282.58,277.76,267.5,320.39,5.839170006367267,4.033858946027924,0.19101839020188027,282.58,277.76,267.5,320.39,20260617,eod_proxy,False
